From,To (Interval: 15M),PM10 (µg/m3),PM2.5 (µg/m3),NO (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3)
03/02/2023 10:30,03/02/2023 10:45,179,50,13.42171315,75.9,48.4,0.98,8.2,31.9,54.6,0.2
03/02/2023 10:45,03/02/2023 11:00,179,37,13.42778884,76.7,48.5,0.96,8.2,31.5,55,0.2
03/02/2023 11:00,03/02/2023 11:15,179,37,13.43386454,77.9,48.2,0.94,8.2,30.3,59,0.2
03/02/2023 11:15,03/02/2023 11:30,179,37,13.43994024,78.2,47.5,0.93,8.2,30.5,59.9,0.2
03/02/2023 11:30,03/02/2023 11:45,179,37,13.44601594,77.7,47.5,0.93,8.2,30.8,59.1,0.1
03/02/2023 11:45,03/02/2023 12:00,114,22,13.45209163,77.475,46.675,0.94,8.2,28.96666667,55.9,0.1
03/02/2023 12:00,03/02/2023 12:15,114,22,13.45816733,77.25,45.85,0.97,8.2,27.13333333,53.9,0.1
03/02/2023 12:15,03/02/2023 12:30,114,22,13.46424303,77.025,45.025,1.02,8.2,25.3,50.9,0.1
03/02/2023 12:30,03/02/2023 12:45,114,22,13.47031873,76.8,44.2,1.05,8.2,24,52,0.1
03/02/2023 12:45,03/02/2023 13:00,97,27,13.47639442,79.8,46.6,1.06,8.2,25.4,52.3,0.1
03/02/2023 13:00,03/02/2023 13:15,97,27,13.48247012,83,49,1.03,8.2,25.9,55.5,0.1
03/02/2023 13:15,03/02/2023 13:30,97,27,13.48854582,82.9,49,0.98,8.2,24.4,57.3,0.1
03/02/2023 13:30,03/02/2023 13:45,97,27,13.49462151,82.2,48.7,0.94,8.2,22.3,61.7,0.1
03/02/2023 13:45,03/02/2023 14:00,147,24,13.50069721,81.2,47.9,0.94,8.2,21.1,60.8,0.1
03/02/2023 14:00,03/02/2023 14:15,147,24,13.50677291,81.5,47.8,0.94,8.2,20.2,60.3,0.1
03/02/2023 14:15,03/02/2023 14:30,147,24,13.51284861,80.2,47,0.94,8.2,19.8,61.6,0.1
03/02/2023 14:30,03/02/2023 14:45,147,24,13.5189243,80.1,46.8,0.92,8.2,19.8,58.5,0.1
03/02/2023 14:45,03/02/2023 15:00,108,27,13.525,80.4,46.9,0.9,8.2,20.3,58.7,0.1
03/02/2023 15:00,03/02/2023 15:15,108,27,13.5310757,80.6,46.8,0.89,8.2,20.7,60.8,0.1
03/02/2023 15:15,03/02/2023 15:30,108,27,13.53715139,81.6,47.4,0.89,8.2,20.2,57.8,0.1
03/02/2023 15:30,03/02/2023 15:45,108,27,13.54322709,82.5,47.2,0.89,8.2,20.2,54.7,0.1
03/02/2023 15:45,03/02/2023 16:00,128,14,13.54930279,83.8,47.7,0.88,8.2,19.9,53.3,0.1
03/02/2023 16:00,03/02/2023 16:15,128,14,13.55537849,84.8,48.1,0.86,8.2,19.9,51.4,0.1
03/02/2023 16:15,03/02/2023 16:30,128,14,13.56145418,84.5,48.9,0.92,8.2,19.3,50,0.1
03/02/2023 16:30,03/02/2023 16:45,128,14,13.56752988,84.9,49.3,0.95,8.2,19.3,49.9,0.1
03/02/2023 16:45,03/02/2023 17:00,121,34,13.57360558,85.7,49.3,0.97,8.2,18.9,49.3,0.1
03/02/2023 17:00,03/02/2023 17:15,121,34,13.57968127,87.2,50.1,0.95,8.2,19.5,48.9,0.1
03/02/2023 17:15,03/02/2023 17:30,121,34,13.58575697,87.7,50.6,0.96,8.2,22.2,47.1,0.1
03/02/2023 17:30,03/02/2023 17:45,121,34,13.59183267,88.6,51.5,0.98,8.2,23.5,44.5,0.1
03/02/2023 17:45,03/02/2023 18:00,184,38,13.59790837,90.6,52.7,1.01,8.2,24.4,38.9,0.1
03/02/2023 18:00,03/02/2023 18:15,184,38,13.60398406,92.5,54.2,1.1,8.2,24.4,32.5,0.1
03/02/2023 18:15,03/02/2023 18:30,184,38,13.61005976,94.8,55.5,1.31,8.2,24.1,28.8,0.1
03/02/2023 18:30,03/02/2023 18:45,184,38,13.61613546,95.4,56.4,1.28,8.2,24.3,21.2,0.1
03/02/2023 18:45,03/02/2023 19:00,184,64,13.62221116,96.6,57.8,1.33,8.2,24.5,19.4,0.1
03/02/2023 19:00,03/02/2023 19:15,184,64,13.62828685,98.5,59.4,1.33,8.2,24.5,20,0.1
03/02/2023 19:15,03/02/2023 19:30,184,64,13.63436255,98.5,59.8,1.43,8.2,24.9,11.7,0.1
03/02/2023 19:30,03/02/2023 19:45,184,64,13.64043825,98.3,60.3,1.55,8.2,24.9,8.8,0.1
03/02/2023 19:45,03/02/2023 20:00,266,60,13.64651394,98.8,61.5,1.42,8.2,25.2,13.8,0.2
03/02/2023 20:00,03/02/2023 20:15,266,60,13.65258964,100.8,63.1,1.34,8.2,25.1,20.7,0.2
03/02/2023 20:15,03/02/2023 20:30,266,60,13.65866534,101.4,64.2,1.45,8.2,25.2,15.8,0.2
03/02/2023 20:30,03/02/2023 20:45,266,60,13.66474104,100.8,64.4,1.67,8.2,25.9,8.1,0.2
03/02/2023 20:45,03/02/2023 21:00,276,52,13.67081673,100.8,65.5,1.56,8.2,26.3,4.7,0.2
03/02/2023 21:00,03/02/2023 21:15,276,52,13.67689243,102.4,68,1.43,8.2,26.6,5,0.2
03/02/2023 21:15,03/02/2023 21:30,276,52,13.68296813,100.9,68.6,1.57,8.2,24.8,5.3,0.2
03/02/2023 21:30,03/02/2023 21:45,276,52,13.68904382,100.4,69.5,1.45,8.2,23.8,5.2,0.2
03/02/2023 21:45,03/02/2023 22:00,222,59,13.69511952,100.7,71,1.69,8.2,22.9,5.9,0.2
03/02/2023 22:00,03/02/2023 22:15,222,59,13.70119522,100,71.9,1.49,8.2,21.5,6.7,0.2
03/02/2023 22:15,03/02/2023 22:30,222,59,13.70727092,97.2,71.4,1.4,8.2,20.8,8.9,0.2
03/02/2023 22:30,03/02/2023 22:45,222,59,13.71334661,96.3,70.9,1.42,8.2,20.5,9.4,0.2
03/02/2023 22:45,03/02/2023 23:00,248,52,13.71942231,96.1,70.3,1.42,8.2,20.4,10.1,0.2
03/02/2023 23:00,03/02/2023 23:15,248,52,13.72549801,95.2,69.4,1.58,8.2,20.4,10,0.2
03/02/2023 23:15,03/02/2023 23:30,248,52,13.73157371,92.4,67.9,1.67,8.2,20.3,7.9,0.2
03/02/2023 23:30,03/02/2023 23:45,248,52,13.7376494,90.7,66.9,1.74,8.2,20.8,6.5,0.2
03/02/2023 23:45,04/02/2023 00:00,180,67,13.7437251,89.9,66.7,1.69,8.2,20.3,4.9,0.2
04/02/2023 00:00,04/02/2023 00:15,180,67,13.7498008,89,67.2,1.64,8.2,19.7,5.6,0.2
04/02/2023 00:15,04/02/2023 00:30,180,67,13.75587649,87.7,66.4,1.59,8.2,20,5.5,0.2
04/02/2023 00:30,04/02/2023 00:45,180,67,13.76195219,87.7,66.3,1.6,8.2,19.5,6,0.2
04/02/2023 00:45,04/02/2023 01:00,216,76,13.76802789,84.7,64.8,1.63,8.2,20.2,6.7,0.2
04/02/2023 01:00,04/02/2023 01:15,216,76,13.77410359,83.7,63.8,1.5,8.2,20.8,7.4,0.2
04/02/2023 01:15,04/02/2023 01:30,216,76,13.78017928,81.1,61.8,1.4,8.2,22.6,7.9,0.2
04/02/2023 01:30,04/02/2023 01:45,216,76,13.78625498,79.2,60.6,1.42,8.2,24.7,7.6,0.2
04/02/2023 01:45,04/02/2023 02:00,211,68,13.79233068,81.2,60.3,1.37,8.2,25.7,9.9,0.2
04/02/2023 02:00,04/02/2023 02:15,211,68,13.79840637,81.6,60.3,1.32,8.2,26.9,11.5,0.2
04/02/2023 02:15,04/02/2023 02:30,211,68,13.80448207,80.5,59.1,1.25,8.2,27.8,12.2,0.2
04/02/2023 02:30,04/02/2023 02:45,211,68,13.81055777,79.9,57.8,1.19,8.2,27.5,14.6,0.2
04/02/2023 02:45,04/02/2023 03:00,211,53,13.81663347,79,56.3,1.2,8.2,26.9,13.2,0.2
04/02/2023 03:00,04/02/2023 03:15,211,53,13.82270916,79,55.5,1.25,8.2,26.7,10.9,0.2
04/02/2023 03:15,04/02/2023 03:30,211,53,13.82878486,78.2,54.7,1.27,8.2,26,9.9,0.2
04/02/2023 03:30,04/02/2023 03:45,211,53,13.83486056,77,53.4,1.27,8.2,26.1,10.6,0.2
04/02/2023 03:45,04/02/2023 04:00,124,51,13.84093625,75.5,52.5,1.25,8.2,26.3,11.3,0.2
04/02/2023 04:00,04/02/2023 04:15,124,51,13.84701195,75.2,51.5,1.19,8.2,26.3,13.4,0.2
04/02/2023 04:15,04/02/2023 04:30,124,51,13.85308765,74.3,51.1,1.16,8.2,26.2,13.9,0.2
04/02/2023 04:30,04/02/2023 04:45,124,51,13.85916335,73,49.9,1.19,8.2,26.1,12.1,0.2
04/02/2023 04:45,04/02/2023 05:00,130,49,13.86523904,72.6,48.6,1.21,8.2,26.2,12.3,0.2
04/02/2023 05:00,04/02/2023 05:15,130,49,13.87131474,72.1,48.4,1.21,8.2,25.9,11,0.2
04/02/2023 05:15,04/02/2023 05:30,130,49,13.87739044,70.6,47.6,1.33,8.2,22.8,10.4,0.2
04/02/2023 05:30,04/02/2023 05:45,130,49,13.88346614,69,47.1,1.6,8.2,21.1,5.7,0.2
04/02/2023 05:45,04/02/2023 06:00,101,85,13.88954183,68.8,48,1.48,8.2,20.3,6.7,0.2
04/02/2023 06:00,04/02/2023 06:15,101,85,13.89561753,68.8,48.1,1.35,8.2,20.1,8.2,0.2
04/02/2023 06:15,04/02/2023 06:30,101,85,13.90169323,67.6,47.5,1.44,8.2,19.5,8.1,0.2
04/02/2023 06:30,04/02/2023 06:45,101,85,13.90776892,66.8,46.9,1.99,8.2,19.6,5.3,0.2
04/02/2023 06:45,04/02/2023 07:00,167,180,13.91384462,67.3,48.5,1.74,8.2,19.5,5.2,0.2
04/02/2023 07:00,04/02/2023 07:15,167,180,13.91992032,68.8,51.1,2.04,8.2,19.4,5.2,0.3
04/02/2023 07:15,04/02/2023 07:30,167,180,13.92599602,67.9,52.4,2.34,8.2,19.9,5.1,0.2
04/02/2023 07:30,04/02/2023 07:45,167,180,13.93207171,67.5,53.4,1.48,8.2,20.1,7.1,0.3
04/02/2023 07:45,04/02/2023 08:00,329,306,13.93814741,68.5,54.6,1.02,8.2,20.8,14,0.3
04/02/2023 08:00,04/02/2023 08:15,329,306,13.94422311,69.5,54.9,0.61,8.2,20.9,22.1,0.3
04/02/2023 08:15,04/02/2023 08:30,329,306,13.9502988,70.6,54.2,0.63,8.2,20.4,26.9,0.3
04/02/2023 08:30,04/02/2023 08:45,329,306,13.9563745,72.1,53.6,0.73,8.2,20.3,25.5,0.3
04/02/2023 08:45,04/02/2023 09:00,522,102,13.9624502,72.9,53.1,0.69,8.2,21.2,28.76666667,0.3
04/02/2023 09:00,04/02/2023 09:15,522,102,13.9685259,74.9,52.8,0.53,8.2,22,32.03333333,0.3
04/02/2023 09:15,04/02/2023 09:30,522,102,13.97460159,76.7,52.2,0.5,8.2,23.6,35.3,0.3
04/02/2023 09:30,04/02/2023 09:45,522,102,13.98067729,78.9,52.5,0.45,8.2,24.6,38.1,0.3
04/02/2023 09:45,04/02/2023 10:00,208,47,13.98675299,81.9,53.3,0.72,8.2,26.5,43.7,0.2
04/02/2023 10:00,04/02/2023 10:15,208,47,13.99282869,82.7,53.3,0.99,8.2,28.1,44.7,0.2
04/02/2023 10:15,04/02/2023 10:30,208,47,13.99890438,83,53.1,1.26,8.2,29.9,44.9,0.2
04/02/2023 10:30,04/02/2023 10:45,208,47,14.00498008,82,52.6,0.41,8.2,29.6,47.4,0.2
04/02/2023 10:45,04/02/2023 11:00,208,27,14.01105578,81.3,51.4,0.4,8.2,31.5,46.8,0.2
04/02/2023 11:00,04/02/2023 11:15,208,27,14.01713147,82.6,51.1,0.39,8.2,31.6,45.7,0.2
04/02/2023 11:15,04/02/2023 11:30,208,27,14.02320717,81.2,50.4,0.38,8.2,31,48,0.2
04/02/2023 11:30,04/02/2023 11:45,208,27,14.02928287,79.9,49.4,0.37,8.2,30.4,51.4,0.2
04/02/2023 11:45,04/02/2023 12:00,113,28,14.03535857,78.775,48.925,0.33,8.2,29.86666667,55.7,0.2
04/02/2023 12:00,04/02/2023 12:15,113,28,14.04143426,77.65,48.45,0.3,8.2,29.33333333,59,0.2
04/02/2023 12:15,04/02/2023 12:30,113,28,14.04750996,76.525,47.975,0.3,8.2,28.8,59,0.2
04/02/2023 12:30,04/02/2023 12:45,113,28,14.05358566,75.4,47.5,0.29,8.2,27,62.2,0.2
04/02/2023 12:45,04/02/2023 13:00,144,21,14.05966135,76.4,46.7,0.27,8.2,28.8,62.5,0.2
04/02/2023 13:00,04/02/2023 13:15,145,20.875,14.06573705,69.33333333,42.6,0.5375,8.2,28.7,63.15,0.185714286
04/02/2023 13:15,04/02/2023 13:30,146,20.75,14.07181275,62.26666667,38.5,0.805,8.2,28.6,63.8,0.171428571
04/02/2023 13:30,04/02/2023 13:45,147,20.625,14.07788845,55.2,34.4,1.0725,8.2,28.5,64.45,0.157142857
04/02/2023 13:45,04/02/2023 14:00,148,20.5,14.08396414,54.7,35.6,1.34,8.2,30,65.1,0.142857143
04/02/2023 14:00,04/02/2023 14:15,149,20.375,14.09003984,56.4,36.8,1.33,8.2,29.5,63.5,0.128571429
04/02/2023 14:15,04/02/2023 14:30,150,20.25,14.09611554,55.3,36.5,1.31,8.2,28.4,63.5,0.114285714
04/02/2023 14:30,04/02/2023 14:45,151,20.125,14.10219124,53.8,36.3,0.98,8.2,27.1,65.3,0.1
04/02/2023 14:45,04/02/2023 15:00,152,20,14.10826693,53.5,36.1,0.68,8.2,25.7,65.1,0.1
04/02/2023 15:00,04/02/2023 15:15,153,20,14.11434263,56.6,37.6,0.66,8.2,25.8,62.5,0.1
04/02/2023 15:15,04/02/2023 15:30,154,20,14.12041833,55.8,37,0.65,8.2,26.4,62.6,0.1
04/02/2023 15:30,04/02/2023 15:45,155,20,14.12649402,56.6,37,0.66,8.2,26.5,62.7,0.1
04/02/2023 15:45,04/02/2023 16:00,156,22,14.13256972,57,37.3,0.66,8.2,26.1,60.9,0.1
04/02/2023 16:00,04/02/2023 16:15,156,22,14.13864542,59.3,37.5,0.66,8.2,25.1,66,0.1
04/02/2023 16:15,04/02/2023 16:30,156,22,14.14472112,61.9,38.1,0.66,8.2,24.3,65.7,0.1
04/02/2023 16:30,04/02/2023 16:45,156,22,14.15079681,64,39.2,0.66,8.2,23.9,64.8,0.1
04/02/2023 16:45,04/02/2023 17:00,129,22,14.15687251,66,40,0.69,8.2,23.8,63.7,0.1
04/02/2023 17:00,04/02/2023 17:15,129,22,14.16294821,69.5,41.5,0.7,8.2,23.5,59.5,0.1
04/02/2023 17:15,04/02/2023 17:30,129,22,14.1690239,72.1,42.7,0.7,8.2,23.3,54.3,0.1
04/02/2023 17:30,04/02/2023 17:45,129,22,14.1750996,74.3,43.7,0.7,8.2,22.6,48.1,0.1
04/02/2023 17:45,04/02/2023 18:00,139,25,14.1811753,76.6,45.8,0.74,8.2,23.3,43.2,0.1
04/02/2023 18:00,04/02/2023 18:15,139,25,14.187251,77.9,46.9,0.8,8.2,25.7,34.7,0.1
04/02/2023 18:15,04/02/2023 18:30,139,25,14.19332669,80.2,48.2,0.84,8.2,26.9,32.8,0.1
04/02/2023 18:30,04/02/2023 18:45,139,25,14.19940239,82.7,50,0.87,8.2,27.6,25.1,0.1
04/02/2023 18:45,04/02/2023 19:00,219,50,14.20547809,85.5,51.9,0.93,8.2,28,23.3,0.1
04/02/2023 19:00,04/02/2023 19:15,219,50,14.21155378,87.6,53.8,1.02,8.2,27.7,17.2,0.1
04/02/2023 19:15,04/02/2023 19:30,219,50,14.21762948,90.1,56,1.03,8.2,27.2,11.1,0.1
04/02/2023 19:30,04/02/2023 19:45,219,50,14.22370518,91.8,57.6,1.08,8.2,27.1,7.8,0.1
04/02/2023 19:45,04/02/2023 20:00,232,62,14.22978088,92,59.1,1.03,8.2,27.8,5.7,0.1
04/02/2023 20:00,04/02/2023 20:15,232,62,14.23585657,92.7,60.6,1.52,8.2,27.9,4.7,0.1
04/02/2023 20:15,04/02/2023 20:30,232,62,14.24193227,93.8,63.2,2.2,8.2,27.4,5.3,0.1
04/02/2023 20:30,04/02/2023 20:45,232,62,14.24800797,93.6,65.9,2.07,8.2,28.4,5,0.2
04/02/2023 20:45,04/02/2023 21:00,256,112,14.25408367,93.9,69.2,1.95,8.2,28.6,5,0.2
04/02/2023 21:00,04/02/2023 21:15,256,112,14.26015936,95.3,72.2,1.43,8.2,28.2,5.7,0.2
04/02/2023 21:15,04/02/2023 21:30,256,112,14.26623506,96.1,74.2,1.36,8.2,27.8,5.8,0.2
04/02/2023 21:30,04/02/2023 21:45,256,112,14.27231076,95.9,74.9,1.44,8.2,27.9,6.1,0.2
04/02/2023 21:45,04/02/2023 22:00,407,79,14.27838645,94.9,74.8,1.72,8.2,28.6,5.7,0.2
04/02/2023 22:00,04/02/2023 22:15,407,79,14.28446215,92.5,73.8,1.66,8.2,27.2,6.6,0.2
04/02/2023 22:15,04/02/2023 22:30,407,79,14.29053785,90.4,72.6,1.68,8.2,25.1,7.2,0.2
04/02/2023 22:30,04/02/2023 22:45,407,79,14.29661355,89.1,72,1.83,8.2,23.5,6,0.2
04/02/2023 22:45,04/02/2023 23:00,407,108,14.30268924,88.2,71.8,2,8.2,22.4,5.3,0.2
04/02/2023 23:00,04/02/2023 23:15,407,108,14.30876494,87.4,72.7,2.02,8.2,21.5,5.5,0.2
04/02/2023 23:15,04/02/2023 23:30,407,108,14.31484064,85.7,72.8,2.22,8.2,21.3,4.8,0.2
04/02/2023 23:30,04/02/2023 23:45,407,108,14.32091633,83.9,72.3,1.92,8.2,21.6,5.3,0.2
04/02/2023 23:45,05/02/2023 00:00,293,134,14.32699203,81.5,71.5,1.71,8.2,22.1,5.4,0.2
05/02/2023 00:00,05/02/2023 00:15,293,134,14.33306773,81.1,70.9,1.5,8.2,22.2,5.3,0.2
05/02/2023 00:15,05/02/2023 00:30,293,134,14.33914343,79.9,69.5,1.28,8.2,22.6,5.6,0.2
05/02/2023 00:30,05/02/2023 00:45,293,134,14.34521912,79.7,69.1,1.19,8.2,22.2,5.1,0.3
05/02/2023 00:45,05/02/2023 01:00,307,116,14.35129482,78.8,69.1,1.16,8.2,22.5,5,0.3
05/02/2023 01:00,05/02/2023 01:15,307,116,14.35737052,78.5,70.4,1.23,8.2,22.6,5.3,0.2
05/02/2023 01:15,05/02/2023 01:30,307,116,14.36344622,78,72.3,1.19,8.2,22.5,5.4,0.2
05/02/2023 01:30,05/02/2023 01:45,307,116,14.36952191,79.6,75.3,1.25,8.2,22.2,5.3,0.3
05/02/2023 01:45,05/02/2023 02:00,291,123,14.37559761,79.3,79.5,1.31,8.2,23.3,4.5,0.2
05/02/2023 02:00,05/02/2023 02:15,291,123,14.38167331,78.1,83.3,1.29,8.2,25,5.4,0.3
05/02/2023 02:15,05/02/2023 02:30,291,123,14.387749,77.9,87.8,1.28,8.2,26.4,4.6,0.3
05/02/2023 02:30,05/02/2023 02:45,291,123,14.3938247,78.5,91.8,1.27,8.2,27.3,4.8,0.3
05/02/2023 02:45,05/02/2023 03:00,431,111,14.3999004,77.6,94.1,1.23,8.2,28.4,5.3,0.3
05/02/2023 03:00,05/02/2023 03:15,431,111,14.4059761,78.7,95.9,1.21,8.2,28.6,5.2,0.3
05/02/2023 03:15,05/02/2023 03:30,431,111,14.41205179,78.2,96.4,1.2,8.2,28,5.1,0.3
05/02/2023 03:30,05/02/2023 03:45,431,111,14.41812749,77.3,95.8,1.08,8.2,27.7,4.2,0.3
05/02/2023 03:45,05/02/2023 04:00,328,85,14.42420319,76.7,93.5,0.98,8.2,28.3,4.9,0.3
05/02/2023 04:00,05/02/2023 04:15,328,85,14.43027888,76,90.2,0.77,8.2,28.8,5.4,0.3
05/02/2023 04:15,05/02/2023 04:30,328,85,14.43635458,76.2,87.2,0.65,8.2,28,6.3,0.3
05/02/2023 04:30,05/02/2023 04:45,328,85,14.44243028,75.7,82.9,0.66,8.2,27.9,5.7,0.2
05/02/2023 04:45,05/02/2023 05:00,228,57,14.44850598,73.8,78.7,0.72,8.2,28.1,5.2,0.2
05/02/2023 05:00,05/02/2023 05:15,228,57,14.45458167,72.6,75.3,0.62,8.2,27.9,6.4,0.2
05/02/2023 05:15,05/02/2023 05:30,228,57,14.46065737,72.5,71.8,0.6,8.2,27.6,6.7,0.2
05/02/2023 05:30,05/02/2023 05:45,228,57,14.46673307,71.6,68.5,0.63,8.2,27.6,6.2,0.2
05/02/2023 05:45,05/02/2023 06:00,145,52,14.47280876,71.4,67,0.71,8.2,27.8,5,0.2
05/02/2023 06:00,05/02/2023 06:15,145,52,14.47888446,71.1,65.7,0.74,8.2,25.5,5.3,0.2
05/02/2023 06:15,05/02/2023 06:30,145,52,14.48496016,70.1,64.4,1.12,8.2,23.2,5,0.2
05/02/2023 06:30,05/02/2023 06:45,145,52,14.49103586,68.4,64.1,1.16,8.2,22.6,5,0.2
05/02/2023 06:45,05/02/2023 07:00,145,151,14.49711155,67.8,64.5,1.35,8.2,22.2,5.3,0.2
05/02/2023 07:00,05/02/2023 07:15,145,151,14.50318725,68.5,66.5,1.27,8.2,21.5,5.4,0.2
05/02/2023 07:15,05/02/2023 07:30,145,151,14.50926295,67.9,67.5,1.24,8.2,21.5,5.1,0.3
05/02/2023 07:30,05/02/2023 07:45,145,151,14.51533865,67.7,68.7,0.82,8.2,21.7,8.2,0.3
05/02/2023 07:45,05/02/2023 08:00,335,133,14.52141434,67.8,68,0.57,8.2,22.1,16.3,0.3
05/02/2023 08:00,05/02/2023 08:15,335,133,14.52749004,68.8,67.2,0.5,8.2,21.9,24.5,0.3
05/02/2023 08:15,05/02/2023 08:30,335,133,14.53356574,68.8,65.8,0.49,8.2,22.1,27.4,0.2
05/02/2023 08:30,05/02/2023 08:45,335,133,14.53964143,68.8,64,0.58,8.2,22.3,30.9,0.2
05/02/2023 08:45,05/02/2023 09:00,282,69,14.54571713,70.4,62.4,0.55,8.2,22.4,33.56666667,0.2
05/02/2023 09:00,05/02/2023 09:15,282,69,14.55179283,72.6,60.9,0.55,8.2,22.6,36.23333333,0.2
05/02/2023 09:15,05/02/2023 09:30,282,69,14.55786853,73.3,58.5,0.63,8.2,22.8,38.9,0.2
05/02/2023 09:30,05/02/2023 09:45,282,69,14.56394422,75.5,57.8,0.5,8.2,22.4,44.3,0.2
05/02/2023 09:45,05/02/2023 10:00,166,64,14.57001992,77.8,56.3,0.763333333,8.2,23.3,47.6,0.2
05/02/2023 10:00,05/02/2023 10:15,166,64,14.57609562,79.5,55.4,1.026666667,8.2,25.6,52.5,0.2
05/02/2023 10:15,05/02/2023 10:30,166,64,14.58217131,81.1,54,1.29,8.2,26.4,56.2,0.2
05/02/2023 10:30,05/02/2023 10:45,166,64,14.58824701,82.7,53.4,0.46,8.2,26.8,59.8,0.2
05/02/2023 10:45,05/02/2023 11:00,161,38,14.59432271,84.1,52.7,0.44,8.2,27.1,62.6,0.2
05/02/2023 11:00,05/02/2023 11:15,161,38,14.60039841,84.7,51.9,0.44,8.2,26.6,63.8,0.2
05/02/2023 11:15,05/02/2023 11:30,161,38,14.6064741,84.5,51.1,0.42,8.2,25.9,64.5,0.2
05/02/2023 11:30,05/02/2023 11:45,161,38,14.6125498,84.3,50,0.38,8.2,25.4,57.2,0.2
05/02/2023 11:45,05/02/2023 12:00,111,26,14.6186255,83.525,49.65,0.35,8.2,25.93333333,55.5,0.2
05/02/2023 12:00,05/02/2023 12:15,111,26,14.6247012,82.75,49.3,0.34,8.2,26.46666667,56.3,0.2
05/02/2023 12:15,05/02/2023 12:30,111,26,14.63077689,81.975,48.95,0.3,8.2,27,58.1,0.2
05/02/2023 12:30,05/02/2023 12:45,111,26,14.63685259,81.2,48.6,0.27,8.2,24.5,59.4,0.1
05/02/2023 12:45,05/02/2023 13:00,123,25,14.64292829,82.9,49.2,0.27,8.2,26.1,56.9,0.1
05/02/2023 13:00,05/02/2023 13:15,123,25,14.64900398,85.1,50.6,0.25,8.2,25.6,55.6,0.1
05/02/2023 13:15,05/02/2023 13:30,123,25,14.65507968,85.9,51.3,0.24,8.2,24.8,55.1,0.1
05/02/2023 13:30,05/02/2023 13:45,123,25,14.66115538,86.5,51.5,0.23,8.2,24.5,54.4,0.1
05/02/2023 13:45,05/02/2023 14:00,149,23,14.66723108,86.4,51.8,0.21,8.2,25.1,52.8,0.1
05/02/2023 14:00,05/02/2023 14:15,149,23,14.67330677,87.8,52.4,0.17,8.2,25.6,51.4,0.1
05/02/2023 14:15,05/02/2023 14:30,149,23,14.67938247,87.2,52.7,0.15,8.2,26.2,49.5,0.1
05/02/2023 14:30,05/02/2023 14:45,149,23,14.68545817,83.8,50.8,0.14,8.2,24,51.1,0.1
05/02/2023 14:45,05/02/2023 15:00,149,12,14.69153386,80.1,48,0.14,8.2,22.3,50.6,0.1
05/02/2023 15:00,05/02/2023 15:15,149,12,14.69760956,80.7,48.1,0.13,8.2,23.5,50.7,0.1
05/02/2023 15:15,05/02/2023 15:30,149,12,14.70368526,85.1,50.7,0.19,8.2,33.6,48.9,0.1
05/02/2023 15:30,05/02/2023 15:45,156.8333333,16.85714286,14.70976096,80.90909091,48.69090909,0.196,8.2,33,47.63,0.1
05/02/2023 15:45,05/02/2023 16:00,164.6666667,21.71428572,14.71583665,76.71818181,46.68181818,0.202,8.2,32.4,46.36,0.1
05/02/2023 16:00,05/02/2023 16:15,172.5,26.57142857,14.72191235,72.52727273,44.67272727,0.208,8.2,31.8,45.09,0.1
05/02/2023 16:15,05/02/2023 16:30,180.3333333,31.42857143,14.72798805,68.33636363,42.66363636,0.214,8.2,31.2,43.82,0.1
05/02/2023 16:30,05/02/2023 16:45,188.1666667,36.28571429,14.73406375,64.14545454,40.65454545,0.22,8.2,30.6,42.55,0.1
05/02/2023 16:45,05/02/2023 17:00,196,41.14285714,14.74013944,59.95454545,38.64545455,0.226,8.2,30,41.28,0.1
05/02/2023 17:00,05/02/2023 17:15,203.8333333,46,14.74621514,55.76363636,36.63636364,0.232,8.2,29.4,40.01,0.1
05/02/2023 17:15,05/02/2023 17:30,211.6666667,50.85714286,14.75229084,51.57272727,34.62727273,0.238,8.2,28.8,38.74,0.1
05/02/2023 17:30,05/02/2023 17:45,219.5,55.71428571,14.75836653,47.38181818,32.61818182,0.244,8.2,28.2,37.47,0.1
05/02/2023 17:45,05/02/2023 18:00,227.3333333,60.57142857,14.76444223,43.19090909,30.60909091,0.25,8.2,27.6,36.2,0.1
05/02/2023 18:00,05/02/2023 18:15,235.1666667,65.42857143,14.77051793,39,28.6,0.24,8.2,27,35.8,0.1
05/02/2023 18:15,05/02/2023 18:30,243,70.28571428,14.77659363,42.2,30.1,0.33,8.2,27.2,29.3,0.1
05/02/2023 18:30,05/02/2023 18:45,250.8333333,75.14285715,14.78266932,43.7,31.1,0.65,8.2,27.4,16,0.1
05/02/2023 18:45,05/02/2023 19:00,258.6666667,80,14.78874502,45.8,32.8,0.87,8.2,27.4,12.9,0.1
05/02/2023 19:00,05/02/2023 19:15,266.5,80,14.79482072,47.6,35.6,0.98,8.2,27.2,7.4,0.1
05/02/2023 19:15,05/02/2023 19:30,274.3333333,80,14.80089641,50.7,38.5,0.93,8.2,27.1,5.4,0.2
05/02/2023 19:30,05/02/2023 19:45,282.1666667,80,14.80697211,54.8,42.3,1.28,8.2,26.7,5.7,0.2
05/02/2023 19:45,05/02/2023 20:00,290,125,14.81304781,60.5,47.4,1.05,8.2,25.9,5.4,0.2
