From,NH3 (µg/m3)
10/04/2023 06:45,9.7
10/04/2023 07:00,10.1
10/04/2023 07:15,10
10/04/2023 07:30,10.5
10/04/2023 07:45,10.2
10/04/2023 08:00,9.7
10/04/2023 08:15,9.3
10/04/2023 08:30,9.1
10/04/2023 08:45,9.4
10/04/2023 09:00,10.8
10/04/2023 09:15,11.5
10/04/2023 09:30,9.9
10/04/2023 09:45,9.2
10/04/2023 10:00,9.5
10/04/2023 10:15,9.5
10/04/2023 10:30,8.3
10/04/2023 10:45,7.8
10/04/2023 11:00,8
10/04/2023 11:15,7.5
10/04/2023 11:30,6.8
10/04/2023 11:45,8.133333334
10/04/2023 12:00,9.466666667
10/04/2023 12:15,10.8
10/04/2023 12:30,6.4
10/04/2023 12:45,6.2
10/04/2023 13:00,5.8
10/04/2023 13:15,5.9
10/04/2023 13:30,5.8
10/04/2023 13:45,5.5
10/04/2023 14:00,5.9
10/04/2023 14:15,6.7
10/04/2023 14:30,8
10/04/2023 14:45,8.5
10/04/2023 15:00,8.3
10/04/2023 15:15,7.5
10/04/2023 15:30,7.5
10/04/2023 15:45,7.6
10/04/2023 16:00,7.9
10/04/2023 16:15,7.5
10/04/2023 16:30,7.3
10/04/2023 16:45,7
10/04/2023 17:00,7.1
10/04/2023 17:15,7.2
10/04/2023 17:30,7.3
10/04/2023 17:45,7.7
10/04/2023 18:00,7.9
10/04/2023 18:15,8.1
10/04/2023 18:30,8.4
10/04/2023 18:45,8.4
10/04/2023 19:00,6.8
10/04/2023 19:15,6.1
10/04/2023 19:30,6.2
10/04/2023 19:45,7.6
10/04/2023 20:00,8.2
10/04/2023 20:15,7.2
10/04/2023 20:30,6.8
10/04/2023 20:45,7.3
10/04/2023 21:00,6.9
10/04/2023 21:15,6.8
10/04/2023 21:30,6.7
10/04/2023 21:45,6.6
10/04/2023 22:00,6.5
10/04/2023 22:15,6.3
10/04/2023 22:30,6.5
10/04/2023 22:45,6.8
10/04/2023 23:00,7.3
10/04/2023 23:15,7.7
10/04/2023 23:30,7.9
10/04/2023 23:45,8.9
11/04/2023 00:00,9.9
11/04/2023 00:15,10.1
11/04/2023 00:30,9.9
11/04/2023 00:45,9.4
11/04/2023 01:00,9
11/04/2023 01:15,5.8
11/04/2023 01:30,9.3
11/04/2023 01:45,9.9
11/04/2023 02:00,10.1
11/04/2023 02:15,10
11/04/2023 02:30,9.6
11/04/2023 02:45,8.8
11/04/2023 03:00,8.4
11/04/2023 03:15,8.3
11/04/2023 03:30,8
11/04/2023 03:45,8.3
11/04/2023 04:00,8.9
11/04/2023 04:15,9
11/04/2023 04:30,9.3
11/04/2023 04:45,9
11/04/2023 05:00,8.3
11/04/2023 05:15,8.5
11/04/2023 05:30,9.1
11/04/2023 05:45,9.1
11/04/2023 06:00,9.3
11/04/2023 06:15,9.2
11/04/2023 06:30,9
11/04/2023 06:45,9.3
11/04/2023 07:00,10.5
11/04/2023 07:15,10.2
11/04/2023 07:30,12.2
11/04/2023 07:45,11.6
11/04/2023 08:00,11
11/04/2023 08:15,10.4
11/04/2023 08:30,9.8
11/04/2023 08:45,10.6
11/04/2023 09:00,12.3
11/04/2023 09:15,12.7
11/04/2023 09:30,12.3
11/04/2023 09:45,12.7
11/04/2023 10:00,14.3
11/04/2023 10:15,14.1
11/04/2023 10:30,12.5
11/04/2023 10:45,12.3
11/04/2023 11:00,12.5
11/04/2023 11:15,11.9
11/04/2023 11:30,10.9
11/04/2023 11:45,11.8
11/04/2023 12:00,12.7
11/04/2023 12:15,13.6
11/04/2023 12:30,8.9
11/04/2023 12:45,8.7
11/04/2023 13:00,8.4
11/04/2023 13:15,8.1
11/04/2023 13:30,8
11/04/2023 13:45,7.7
11/04/2023 14:00,8.2
11/04/2023 14:15,8
11/04/2023 14:30,8.1
11/04/2023 14:45,9.1
11/04/2023 15:00,10
11/04/2023 15:15,10.4
11/04/2023 15:30,10.6
11/04/2023 15:45,10.9
11/04/2023 16:00,11.4
11/04/2023 16:15,11
11/04/2023 16:30,10.7
11/04/2023 16:45,10.8
11/04/2023 17:00,11.1
11/04/2023 17:15,11.3
11/04/2023 17:30,10.9
11/04/2023 17:45,11
11/04/2023 18:00,11
11/04/2023 18:15,11.1
11/04/2023 18:30,10.9
11/04/2023 18:45,11.3
11/04/2023 19:00,10.4
11/04/2023 19:15,9.5
11/04/2023 19:30,9.6
11/04/2023 19:45,9.5
11/04/2023 20:00,9.1
11/04/2023 20:15,9.1
11/04/2023 20:30,9.3
11/04/2023 20:45,9.7
11/04/2023 21:00,10.1
11/04/2023 21:15,11.3
11/04/2023 21:30,12.3
11/04/2023 21:45,11.6
11/04/2023 22:00,11.1
11/04/2023 22:15,11
11/04/2023 22:30,10.5
11/04/2023 22:45,11.1
11/04/2023 23:00,12.7
11/04/2023 23:15,13.4
11/04/2023 23:30,14.9
11/04/2023 23:45,15.3
12/04/2023 00:00,14.7
12/04/2023 00:15,14.4
12/04/2023 00:30,13.9
12/04/2023 00:45,14.1
12/04/2023 01:00,13.8
12/04/2023 01:15,13.5
12/04/2023 01:30,13.6
12/04/2023 01:45,13.6
12/04/2023 02:00,13.3
12/04/2023 02:15,13.2
12/04/2023 02:30,13.7
12/04/2023 02:45,13.4
12/04/2023 03:00,12.3
12/04/2023 03:15,11.8
12/04/2023 03:30,11.8
12/04/2023 03:45,11.1
12/04/2023 04:00,11.1
12/04/2023 04:15,11.3
12/04/2023 04:30,11.3
12/04/2023 04:45,11.1
12/04/2023 05:00,11.1
12/04/2023 05:15,11.2
12/04/2023 05:30,11.4
12/04/2023 05:45,11.3
12/04/2023 06:00,11.5
12/04/2023 06:15,11.6
12/04/2023 06:30,11.4
12/04/2023 06:45,13.5
12/04/2023 07:00,14.9
12/04/2023 07:15,14.4
12/04/2023 07:30,14.3
12/04/2023 07:45,14
12/04/2023 08:00,13.9
12/04/2023 08:15,13.9
12/04/2023 08:30,14
12/04/2023 08:45,14
12/04/2023 09:00,14.7
12/04/2023 09:15,14.6
12/04/2023 09:30,13.3
12/04/2023 09:45,13.5
12/04/2023 10:00,14.6
12/04/2023 10:15,13.6
12/04/2023 10:30,11.8
12/04/2023 10:45,11.8
12/04/2023 11:00,12.5
12/04/2023 11:15,11.4
12/04/2023 11:30,9.7
12/04/2023 11:45,10.73333333
12/04/2023 12:00,11.76666667
12/04/2023 12:15,12.8
12/04/2023 12:30,8.6
12/04/2023 12:45,8.1
12/04/2023 13:00,7.4
12/04/2023 13:15,7.2
12/04/2023 13:30,7.2
12/04/2023 13:45,7.3
12/04/2023 14:00,7.4
12/04/2023 14:15,7.7
12/04/2023 14:30,7.8
12/04/2023 14:45,8.3
12/04/2023 15:00,9.4
12/04/2023 15:15,9.9
12/04/2023 15:30,9.9
12/04/2023 15:45,9.8
12/04/2023 16:00,9.7
12/04/2023 16:15,9.4
12/04/2023 16:30,9.4
12/04/2023 16:45,9.3
12/04/2023 17:00,9.1
12/04/2023 17:15,9.6
12/04/2023 17:30,9.7
12/04/2023 17:45,9.5
12/04/2023 18:00,9.1
12/04/2023 18:15,9.6
12/04/2023 18:30,10.1
12/04/2023 18:45,10.8
12/04/2023 19:00,10.5
12/04/2023 19:15,9.5
12/04/2023 19:30,8.9
12/04/2023 19:45,8.6
12/04/2023 20:00,8.8
12/04/2023 20:15,9
12/04/2023 20:30,9.7
12/04/2023 20:45,10.2
12/04/2023 21:00,10.7
12/04/2023 21:15,10.9
12/04/2023 21:30,10.7
12/04/2023 21:45,10.8
12/04/2023 22:00,10.9
12/04/2023 22:15,10.6
12/04/2023 22:30,10.7
12/04/2023 22:45,11.4
12/04/2023 23:00,12.6
12/04/2023 23:15,13.4
12/04/2023 23:30,12.8
12/04/2023 23:45,13.3
13/04/2023 00:00,13.2
13/04/2023 00:15,14.3
13/04/2023 00:30,14.8
13/04/2023 00:45,14.6
13/04/2023 01:00,13.8
13/04/2023 01:15,13.7
13/04/2023 01:30,13.3
13/04/2023 01:45,13.3
13/04/2023 02:00,13
13/04/2023 02:15,12.9
13/04/2023 02:30,12.8
13/04/2023 02:45,13.4
13/04/2023 03:00,12.5
13/04/2023 03:15,11.7
13/04/2023 03:30,11.5
13/04/2023 03:45,11.6
13/04/2023 04:00,11.7
13/04/2023 04:15,11.2
13/04/2023 04:30,11.5
13/04/2023 04:45,11.1
13/04/2023 05:00,11.2
13/04/2023 05:15,11.4
13/04/2023 05:30,11.1
13/04/2023 05:45,11.1
13/04/2023 06:00,11.3
13/04/2023 06:15,11.1
13/04/2023 06:30,11.2
13/04/2023 06:45,12.1
13/04/2023 07:00,14.2
13/04/2023 07:15,14.8
13/04/2023 07:30,13.3
13/04/2023 07:45,13.5
13/04/2023 08:00,15.9
13/04/2023 08:15,15.2
13/04/2023 08:30,14.6
13/04/2023 08:45,15
13/04/2023 09:00,17
13/04/2023 09:15,16.7
13/04/2023 09:30,15.4
13/04/2023 09:45,15.4
13/04/2023 10:00,16.1
13/04/2023 10:15,15.5
13/04/2023 10:30,14
13/04/2023 10:45,13.9
13/04/2023 11:00,15.1
13/04/2023 11:15,14.6
13/04/2023 11:30,12.8
13/04/2023 11:45,13.7
13/04/2023 12:00,14.6
13/04/2023 12:15,15.5
13/04/2023 12:30,10.7
13/04/2023 12:45,10.9
13/04/2023 13:00,10.6
13/04/2023 13:15,10.4
13/04/2023 13:30,10.1
13/04/2023 13:45,10.3
13/04/2023 14:00,10.5
13/04/2023 14:15,10.4
13/04/2023 14:30,10.6
13/04/2023 14:45,10.7
13/04/2023 15:00,12.5
13/04/2023 15:15,13.2
13/04/2023 15:30,12.9
13/04/2023 15:45,12.8
13/04/2023 16:00,12.6
13/04/2023 16:15,13
13/04/2023 16:30,13.3
13/04/2023 16:45,13.5
13/04/2023 17:00,13.4
13/04/2023 17:15,13.1
13/04/2023 17:30,13.5
13/04/2023 17:45,13.7
13/04/2023 18:00,13.7
13/04/2023 18:15,14.3
13/04/2023 18:30,15
13/04/2023 18:45,15.5
13/04/2023 19:00,15.1
13/04/2023 19:15,13.6
13/04/2023 19:30,13.7
13/04/2023 19:45,13.4
13/04/2023 20:00,10.1
13/04/2023 20:15,12.1
13/04/2023 20:30,12.7
13/04/2023 20:45,13.2
13/04/2023 21:00,13.1
13/04/2023 21:15,12.9
13/04/2023 21:30,13.2
13/04/2023 21:45,13.5
13/04/2023 22:00,13.6
13/04/2023 22:15,14.2
13/04/2023 22:30,14.9
13/04/2023 22:45,15.4
13/04/2023 23:00,16
13/04/2023 23:15,15.9
13/04/2023 23:30,15.5
13/04/2023 23:45,15.7
14/04/2023 00:00,15.4
14/04/2023 00:15,15.2
14/04/2023 00:30,14.8
14/04/2023 00:45,15.1
14/04/2023 01:00,14.3
14/04/2023 01:15,14
14/04/2023 01:30,14.3
14/04/2023 01:45,15.3
14/04/2023 02:00,15.7
14/04/2023 02:15,16.1
14/04/2023 02:30,16.4
14/04/2023 02:45,16.4
14/04/2023 03:00,15.1
14/04/2023 03:15,13.8
14/04/2023 03:30,14.1
14/04/2023 03:45,13.6
14/04/2023 04:00,13.8
14/04/2023 04:15,14.2
14/04/2023 04:30,14.1
14/04/2023 04:45,13.7
14/04/2023 05:00,13.4
14/04/2023 05:15,13.3
14/04/2023 05:30,13.6
14/04/2023 05:45,14.1
14/04/2023 06:00,13.4
14/04/2023 06:15,13.5
14/04/2023 06:30,14.1
14/04/2023 06:45,14.4
14/04/2023 07:00,14.2
14/04/2023 07:15,14.2
14/04/2023 07:30,14.7
14/04/2023 07:45,15.3
14/04/2023 08:00,15
14/04/2023 08:15,15.3
14/04/2023 08:30,15.6
14/04/2023 08:45,15.8
14/04/2023 09:00,16.6
14/04/2023 09:15,17.1
14/04/2023 09:30,16.3
14/04/2023 09:45,16.3
14/04/2023 10:00,16.4
14/04/2023 10:15,15.6
14/04/2023 10:30,13.7
14/04/2023 10:45,12.4
14/04/2023 11:00,11.2
14/04/2023 11:15,11.6
14/04/2023 11:30,7.7
14/04/2023 11:45,9.633333334
14/04/2023 12:00,11.56666667
14/04/2023 12:15,13.5
14/04/2023 12:30,9.5
14/04/2023 12:45,9.7
14/04/2023 13:00,9.6
14/04/2023 13:15,9.3
14/04/2023 13:30,9.6
14/04/2023 13:45,9.7
14/04/2023 14:00,9.8
14/04/2023 14:15,9.8
14/04/2023 14:30,10.1
14/04/2023 14:45,9.7
14/04/2023 15:00,9.9
14/04/2023 15:15,10.1
14/04/2023 15:30,10.1
14/04/2023 15:45,9.6
14/04/2023 16:00,9.1
14/04/2023 16:15,8.5
14/04/2023 16:30,8.3
14/04/2023 16:45,8.8
14/04/2023 17:00,8.7
14/04/2023 17:15,8.6
14/04/2023 17:30,8.7
14/04/2023 17:45,8.9
14/04/2023 18:00,8.9
14/04/2023 18:15,9.1
14/04/2023 18:30,9.3
14/04/2023 18:45,9.3
14/04/2023 19:00,9.5
14/04/2023 19:15,9.2
14/04/2023 19:30,9.4
14/04/2023 19:45,9.2
14/04/2023 20:00,9
14/04/2023 20:15,9.1
14/04/2023 20:30,9.1
14/04/2023 20:45,9
14/04/2023 21:00,8.7
14/04/2023 21:15,9.4
14/04/2023 21:30,10.1
14/04/2023 21:45,10.2
14/04/2023 22:00,9.9
14/04/2023 22:15,10
14/04/2023 22:30,10.3
14/04/2023 22:45,10.8
14/04/2023 23:00,10.7
14/04/2023 23:15,11.4
14/04/2023 23:30,13
14/04/2023 23:45,14.1
15/04/2023 00:00,14
15/04/2023 00:15,14.2
15/04/2023 00:30,14.6
15/04/2023 00:45,14.3
15/04/2023 01:00,14.1
15/04/2023 01:15,13.9
15/04/2023 01:30,14.2
15/04/2023 01:45,14.3
15/04/2023 02:00,14.1
15/04/2023 02:15,13.9
15/04/2023 02:30,14.4
15/04/2023 02:45,14.7
15/04/2023 03:00,14.8
15/04/2023 03:15,15.8
15/04/2023 03:30,14.7
15/04/2023 03:45,14.3
15/04/2023 04:00,13.3
15/04/2023 04:15,13.4
15/04/2023 04:30,13.5
15/04/2023 04:45,12.8
15/04/2023 05:00,12.6
15/04/2023 05:15,12.8
15/04/2023 05:30,13.4
15/04/2023 05:45,13.7
15/04/2023 06:00,13.1
15/04/2023 06:15,12.8
15/04/2023 06:30,13.3
15/04/2023 06:45,13.9
15/04/2023 07:00,14.2
15/04/2023 07:15,14.2
15/04/2023 07:30,14
15/04/2023 07:45,13.9
15/04/2023 08:00,13.6
15/04/2023 08:15,13.3
15/04/2023 08:30,12.9
15/04/2023 08:45,12.9
15/04/2023 09:00,12.9
15/04/2023 09:15,13.5
15/04/2023 09:30,13
15/04/2023 09:45,12.7
15/04/2023 10:00,12.8
15/04/2023 10:15,11.9
15/04/2023 10:30,10.4
15/04/2023 10:45,8.3
15/04/2023 11:00,10.1
15/04/2023 11:15,10.8
15/04/2023 11:30,9.9
15/04/2023 11:45,10.96666667
15/04/2023 12:00,12.03333333
15/04/2023 12:15,13.1
15/04/2023 12:30,7.4
15/04/2023 12:45,7.9
15/04/2023 13:00,7.4
15/04/2023 13:15,7.3
15/04/2023 13:30,8.1
15/04/2023 13:45,8.6
15/04/2023 14:00,8.5
15/04/2023 14:15,11
15/04/2023 14:30,11.8
15/04/2023 14:45,11.2
15/04/2023 15:00,10.2
15/04/2023 15:15,10.2
15/04/2023 15:30,10.1
15/04/2023 15:45,9.7
15/04/2023 16:00,9.1
15/04/2023 16:15,8.5
15/04/2023 16:30,8.9
15/04/2023 16:45,9
15/04/2023 17:00,9.1
15/04/2023 17:15,9
15/04/2023 17:30,9.3
15/04/2023 17:45,9.4
15/04/2023 18:00,10.2
15/04/2023 18:15,10.6
15/04/2023 18:30,10.9
15/04/2023 18:45,11
15/04/2023 19:00,11.1
15/04/2023 19:15,10.8
15/04/2023 19:30,10.8
15/04/2023 19:45,10.5
15/04/2023 20:00,10.1
15/04/2023 20:15,9.6
15/04/2023 20:30,9.3
15/04/2023 20:45,9.6
15/04/2023 21:00,9.4
15/04/2023 21:15,9.6
15/04/2023 21:30,9.8
15/04/2023 21:45,9.5
15/04/2023 22:00,9.3
15/04/2023 22:15,9.6
15/04/2023 22:30,9.9
15/04/2023 22:45,10.4
15/04/2023 23:00,10.5
15/04/2023 23:15,10.5
15/04/2023 23:30,10.7
15/04/2023 23:45,10.4
16/04/2023 00:00,10.3
16/04/2023 00:15,10.6
16/04/2023 00:30,11
16/04/2023 00:45,10.8
16/04/2023 01:00,10
16/04/2023 01:15,9.6
16/04/2023 01:30,9.8
16/04/2023 01:45,10
16/04/2023 02:00,9.7
16/04/2023 02:15,10.2
16/04/2023 02:30,10.7
16/04/2023 02:45,10.9
16/04/2023 03:00,11.3
16/04/2023 03:15,12
16/04/2023 03:30,12
16/04/2023 03:45,10.5
16/04/2023 04:00,9.6
16/04/2023 04:15,9.6
16/04/2023 04:30,9.9
16/04/2023 04:45,9.7
16/04/2023 05:00,9.3
16/04/2023 05:15,9.1
16/04/2023 05:30,9.5
16/04/2023 05:45,10.1
16/04/2023 06:00,10.1
16/04/2023 06:15,10
16/04/2023 06:30,10.3
16/04/2023 06:45,10.8
16/04/2023 07:00,10.6
16/04/2023 07:15,11.1
16/04/2023 07:30,11.3
16/04/2023 07:45,11.8
16/04/2023 08:00,11.9
16/04/2023 08:15,11.6
16/04/2023 08:30,11.4
16/04/2023 08:45,11.2
16/04/2023 09:00,11.5
16/04/2023 09:15,11.2
16/04/2023 09:30,10.5
16/04/2023 09:45,10.8
16/04/2023 10:00,11.3
16/04/2023 10:15,10.8
16/04/2023 10:30,9.8
16/04/2023 10:45,9.5
16/04/2023 11:00,9.8
16/04/2023 11:15,9.4
16/04/2023 11:30,9.5
16/04/2023 11:45,10.9
16/04/2023 12:00,12.3
16/04/2023 12:15,13.7
16/04/2023 12:30,12
16/04/2023 12:45,14.1
16/04/2023 13:00,17.3
16/04/2023 13:15,21.4
16/04/2023 13:30,25.5
16/04/2023 13:45,27.5
16/04/2023 14:00,22.8
16/04/2023 14:15,19.1
16/04/2023 14:30,16.7
16/04/2023 14:45,15
16/04/2023 15:00,13.4
16/04/2023 15:15,12.1
16/04/2023 15:30,11.2
16/04/2023 15:45,10.5
16/04/2023 16:00,9.8
16/04/2023 16:15,9.5
16/04/2023 16:30,9.5
16/04/2023 16:45,9.7
16/04/2023 17:00,9
16/04/2023 17:15,9.4
16/04/2023 17:30,9.1
16/04/2023 17:45,9.3
16/04/2023 18:00,9.3
16/04/2023 18:15,9.3
16/04/2023 18:30,9.2
16/04/2023 18:45,10.3
16/04/2023 19:00,12
16/04/2023 19:15,13.2
16/04/2023 19:30,14
16/04/2023 19:45,15.9
16/04/2023 20:00,16.7
16/04/2023 20:15,12.6
16/04/2023 20:30,13.6
16/04/2023 20:45,13.2
16/04/2023 21:00,12.1
16/04/2023 21:15,11.8
16/04/2023 21:30,11.8
16/04/2023 21:45,11.7
16/04/2023 22:00,11
16/04/2023 22:15,11
16/04/2023 22:30,11.1
16/04/2023 22:45,10.9
16/04/2023 23:00,10.8
16/04/2023 23:15,10.8
16/04/2023 23:30,10.9
16/04/2023 23:45,11.5
17/04/2023 00:00,11.8
17/04/2023 00:15,11.4
17/04/2023 00:30,11.4
17/04/2023 00:45,11.8
17/04/2023 01:00,11.4
17/04/2023 01:15,11.3
17/04/2023 01:30,11.7
17/04/2023 01:45,12.2
17/04/2023 02:00,12.6
17/04/2023 02:15,11
17/04/2023 02:30,13
17/04/2023 02:45,13.8
17/04/2023 03:00,12.8
17/04/2023 03:15,13
17/04/2023 03:30,14.1
17/04/2023 03:45,14.1
17/04/2023 04:00,13.8
17/04/2023 04:15,13.5
17/04/2023 04:30,13.6
17/04/2023 04:45,13.6
17/04/2023 05:00,12.3
17/04/2023 05:15,12.3
17/04/2023 05:30,13.1
17/04/2023 05:45,13.1
17/04/2023 06:00,13.6
17/04/2023 06:15,13.6
17/04/2023 06:30,14.4
17/04/2023 06:45,14.4
17/04/2023 07:00,13.5
17/04/2023 07:15,17.6
17/04/2023 07:30,12.6
17/04/2023 07:45,13.4
17/04/2023 08:00,13.6
17/04/2023 08:15,8.7
17/04/2023 08:30,11.9
17/04/2023 08:45,12.1
17/04/2023 09:00,11.6
17/04/2023 09:15,11.2
17/04/2023 09:30,10
17/04/2023 09:45,10.2
17/04/2023 10:00,10.3
17/04/2023 10:15,10.1
17/04/2023 10:30,8.9
17/04/2023 10:45,6.8
17/04/2023 11:00,9.9
17/04/2023 11:15,9.9
17/04/2023 11:30,9.1
17/04/2023 11:45,9.833333334
17/04/2023 12:00,10.56666667
17/04/2023 12:15,11.3
17/04/2023 12:30,8.5
17/04/2023 12:45,8.8
17/04/2023 13:00,9.1
17/04/2023 13:15,8.8
17/04/2023 13:30,9.1
17/04/2023 13:45,8.8
17/04/2023 14:00,9.1
17/04/2023 14:15,10.8
17/04/2023 14:30,14.3
17/04/2023 14:45,15.2
17/04/2023 15:00,13
17/04/2023 15:15,11.3
17/04/2023 15:30,10.8
17/04/2023 15:45,10.2
17/04/2023 16:00,9.5
17/04/2023 16:15,8.7
17/04/2023 16:30,8.9
17/04/2023 16:45,8.7
17/04/2023 17:00,8.3
17/04/2023 17:15,8.7
17/04/2023 17:30,8.7
17/04/2023 17:45,8.7
17/04/2023 18:00,8.5
17/04/2023 18:15,8.4
17/04/2023 18:30,8.7
17/04/2023 18:45,9.2
17/04/2023 19:00,10.7
17/04/2023 19:15,12.4
17/04/2023 19:30,13.8
17/04/2023 19:45,14.3
17/04/2023 20:00,13.3
17/04/2023 20:15,12.7
17/04/2023 20:30,12.5
17/04/2023 20:45,12.4
17/04/2023 21:00,12.1
17/04/2023 21:15,11.3
17/04/2023 21:30,10.6
17/04/2023 21:45,10.4
17/04/2023 22:00,10
17/04/2023 22:15,9.8
17/04/2023 22:30,9.8
17/04/2023 22:45,10
17/04/2023 23:00,9.9
17/04/2023 23:15,10.2
17/04/2023 23:30,10.6
17/04/2023 23:45,11.3
18/04/2023 00:00,10.8
18/04/2023 00:15,10.5
18/04/2023 00:30,10.6
18/04/2023 00:45,10.6
18/04/2023 01:00,10.4
18/04/2023 01:15,11.2
18/04/2023 01:30,11.4
18/04/2023 01:45,11.5
18/04/2023 02:00,11.4
18/04/2023 02:15,11.9
18/04/2023 02:30,12.1
18/04/2023 02:45,12
18/04/2023 03:00,11.4
18/04/2023 03:15,11.2
18/04/2023 03:30,11.8
18/04/2023 03:45,12.4
18/04/2023 04:00,12.5
18/04/2023 04:15,13.2
18/04/2023 04:30,13.1
18/04/2023 04:45,12.7
18/04/2023 05:00,12.7
18/04/2023 05:15,12.5
18/04/2023 05:30,11.9
18/04/2023 05:45,12.3
18/04/2023 06:00,13.6
18/04/2023 06:15,13.3
18/04/2023 06:30,12.7
18/04/2023 06:45,12.9
18/04/2023 07:00,13
18/04/2023 07:15,13
18/04/2023 07:30,12.8
18/04/2023 07:45,12.4
18/04/2023 08:00,9.4
18/04/2023 08:15,10.1
18/04/2023 08:30,11.6
18/04/2023 08:45,7
18/04/2023 09:00,8.4
18/04/2023 09:15,10.1
18/04/2023 09:30,10
18/04/2023 09:45,9.5
18/04/2023 10:00,10
18/04/2023 10:15,10.1
18/04/2023 10:30,9.3
18/04/2023 10:45,9.2
18/04/2023 11:00,9.3
18/04/2023 11:15,9
18/04/2023 11:30,8.6
18/04/2023 11:45,9.766666668
18/04/2023 12:00,10.93333333
18/04/2023 12:15,12.1
18/04/2023 12:30,7.9
18/04/2023 12:45,8
18/04/2023 13:00,7.9
18/04/2023 13:15,7.9
18/04/2023 13:30,8.3
18/04/2023 13:45,8.2
18/04/2023 14:00,8
18/04/2023 14:15,8
18/04/2023 14:30,8.3
18/04/2023 14:45,8.5
18/04/2023 15:00,8
18/04/2023 15:15,7.9
18/04/2023 15:30,8
18/04/2023 15:45,8.2
18/04/2023 16:00,8.3
18/04/2023 16:15,8.5
18/04/2023 16:30,8.5
18/04/2023 16:45,8.1
18/04/2023 17:00,7.6
18/04/2023 17:15,8
18/04/2023 17:30,7.9
18/04/2023 17:45,7.9
18/04/2023 18:00,8.3
18/04/2023 18:15,8.5
18/04/2023 18:30,8.6
18/04/2023 18:45,8.8
18/04/2023 19:00,8.6
18/04/2023 19:15,8.7
18/04/2023 19:30,5.5
18/04/2023 19:45,5
18/04/2023 20:00,8
18/04/2023 20:15,9.9
18/04/2023 20:30,11.5
18/04/2023 20:45,11.4
18/04/2023 21:00,10.7
18/04/2023 21:15,11
18/04/2023 21:30,10.3
18/04/2023 21:45,10.4
18/04/2023 22:00,11.4
18/04/2023 22:15,12.4
18/04/2023 22:30,13
18/04/2023 22:45,13.2
18/04/2023 23:00,12.8
18/04/2023 23:15,12.5
18/04/2023 23:30,12.6
18/04/2023 23:45,12.3
19/04/2023 00:00,11.9
19/04/2023 00:15,12.2
19/04/2023 00:30,12.3
19/04/2023 00:45,12.6
19/04/2023 01:00,12.4
19/04/2023 01:15,12.7
19/04/2023 01:30,12.7
19/04/2023 01:45,12.8
19/04/2023 02:00,12.8
19/04/2023 02:15,13.1
19/04/2023 02:30,13.2
19/04/2023 02:45,13.7
19/04/2023 03:00,13.5
19/04/2023 03:15,12.9
19/04/2023 03:30,13.2
19/04/2023 03:45,13.5
19/04/2023 04:00,13.7
19/04/2023 04:15,13.4
19/04/2023 04:30,13.7
19/04/2023 04:45,13.7
19/04/2023 05:00,13.3
19/04/2023 05:15,13.3
19/04/2023 05:30,12.8
19/04/2023 05:45,11.8
19/04/2023 06:00,11.9
19/04/2023 06:15,13
19/04/2023 06:30,13.4
19/04/2023 06:45,14.5
19/04/2023 07:00,14.1
19/04/2023 07:15,13.7
19/04/2023 07:30,16.1
19/04/2023 07:45,12.8
19/04/2023 08:00,12.5
19/04/2023 08:15,12.3
19/04/2023 08:30,11.5
19/04/2023 08:45,10.9
19/04/2023 09:00,11
19/04/2023 09:15,10.8
19/04/2023 09:30,10.4
19/04/2023 09:45,10.5
19/04/2023 10:00,10.8
19/04/2023 10:15,10.4
19/04/2023 10:30,9.6
19/04/2023 10:45,9.3
19/04/2023 11:00,9.5
19/04/2023 11:15,9.4
19/04/2023 11:30,9.1
19/04/2023 11:45,10.46666667
19/04/2023 12:00,11.83333333
19/04/2023 12:15,13.2
19/04/2023 12:30,9.4
19/04/2023 12:45,8.9
19/04/2023 13:00,8.4
19/04/2023 13:15,8.2
19/04/2023 13:30,8.7
19/04/2023 13:45,8.7
19/04/2023 14:00,8.7
19/04/2023 14:15,9.1
19/04/2023 14:30,9.1
19/04/2023 14:45,9.2
19/04/2023 15:00,8.9
19/04/2023 15:15,9
19/04/2023 15:30,9.3
19/04/2023 15:45,9.1
19/04/2023 16:00,8.9
19/04/2023 16:15,9.1
19/04/2023 16:30,9.1
19/04/2023 16:45,9
19/04/2023 17:00,8.5
19/04/2023 17:15,8.7
19/04/2023 17:30,9.3
19/04/2023 17:45,9.1
19/04/2023 18:00,8.9
19/04/2023 18:15,9
19/04/2023 18:30,9.4
19/04/2023 18:45,9.1
19/04/2023 19:00,9.6
19/04/2023 19:15,9.4
19/04/2023 19:30,10
19/04/2023 19:45,11.3
19/04/2023 20:00,10.7
19/04/2023 20:15,10.6
19/04/2023 20:30,11.1
19/04/2023 20:45,11.7
19/04/2023 21:00,12.4
19/04/2023 21:15,12.7
19/04/2023 21:30,13.2
19/04/2023 21:45,13.6
19/04/2023 22:00,12.6
19/04/2023 22:15,11.6
19/04/2023 22:30,11.2
19/04/2023 22:45,10.8
19/04/2023 23:00,10.6
19/04/2023 23:15,10.2
19/04/2023 23:30,10.6
19/04/2023 23:45,10.6
20/04/2023 00:00,10.8
20/04/2023 00:15,11
20/04/2023 00:30,10.9
20/04/2023 00:45,10.6
20/04/2023 01:00,10.5
20/04/2023 01:15,10.7
20/04/2023 01:30,11.3
20/04/2023 01:45,11.6
20/04/2023 02:00,10.9
